"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"2148","p","f","s","n","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","n","v","u"
"2149","e","f","f","e","t","n","f","c","b","u","t","b","s","s","w","w","p","w","o","p","n","y","d"
"2152","e","f","f","n","t","n","f","c","b","p","t","b","s","s","g","g","p","w","o","p","k","y","d"
"2154","e","f","f","e","t","n","f","c","b","p","t","b","s","s","w","g","p","w","o","p","n","v","d"
"2155","e","x","f","e","t","n","f","c","b","n","t","b","s","s","w","g","p","w","o","p","n","y","d"
"2156","e","x","f","g","t","n","f","c","b","p","t","b","s","s","g","p","p","w","o","p","n","v","d"
"2158","e","f","f","n","t","n","f","c","b","u","t","b","s","s","w","g","p","w","o","p","n","v","d"
"2159","e","f","f","n","t","n","f","c","b","w","t","b","s","s","p","p","p","w","o","p","n","y","d"
"2160","e","x","f","e","t","n","f","c","b","u","t","b","s","s","w","g","p","w","o","p","k","v","d"
"2161","e","x","f","n","t","n","f","c","b","u","t","b","s","s","w","g","p","w","o","p","k","y","d"
"2162","e","x","f","e","t","n","f","c","b","p","t","b","s","s","g","w","p","w","o","p","n","y","d"
"2165","e","f","f","n","t","n","f","c","b","u","t","b","s","s","w","p","p","w","o","p","n","y","d"
"2167","e","x","y","e","t","n","f","c","b","w","t","b","s","s","p","w","p","w","o","p","n","y","d"
"2168","e","x","f","g","t","n","f","c","b","p","t","b","s","s","p","g","p","w","o","p","k","y","d"
"2173","e","f","f","g","t","n","f","c","b","n","t","b","s","s","g","g","p","w","o","p","n","v","d"
"2174","e","x","y","g","t","n","f","c","b","n","t","b","s","s","g","w","p","w","o","p","k","v","d"
"2175","e","x","y","e","t","n","f","c","b","n","t","b","s","s","w","g","p","w","o","p","n","y","d"
"2176","e","f","f","n","t","n","f","c","b","p","t","b","s","s","w","p","p","w","o","p","k","v","d"
"2177","e","f","f","n","t","n","f","c","b","w","t","b","s","s","g","w","p","w","o","p","k","y","d"
"2178","e","x","y","e","t","n","f","c","b","p","t","b","s","s","w","w","p","w","o","p","n","v","d"
"2180","e","x","y","g","t","n","f","c","b","u","t","b","s","s","p","w","p","w","o","p","k","y","d"
"2181","e","x","f","e","t","n","f","c","b","w","t","b","s","s","p","g","p","w","o","p","n","y","d"
"2182","e","x","y","n","t","n","f","c","b","u","t","b","s","s","g","p","p","w","o","p","n","v","d"
"2183","e","f","f","n","t","n","f","c","b","p","t","b","s","s","g","w","p","w","o","p","n","y","d"
"2184","e","x","y","e","t","n","f","c","b","w","t","b","s","s","g","p","p","w","o","p","k","v","d"
"2185","e","f","f","n","t","n","f","c","b","p","t","b","s","s","g","g","p","w","o","p","k","v","d"
"2186","e","f","y","n","t","n","f","c","b","p","t","b","s","s","w","g","p","w","o","p","k","y","d"
"2188","e","x","f","e","t","n","f","c","b","n","t","b","s","s","p","w","p","w","o","p","k","y","d"
"2189","e","x","f","g","t","n","f","c","b","w","t","b","s","s","g","p","p","w","o","p","k","v","d"
"2190","e","x","f","g","t","n","f","c","b","u","t","b","s","s","g","w","p","w","o","p","n","v","d"
"2192","e","x","f","g","t","n","f","c","b","w","t","b","s","s","w","g","p","w","o","p","k","y","d"
"2194","e","x","y","e","t","n","f","c","b","u","t","b","s","s","p","g","p","w","o","p","k","y","d"
"2195","e","f","f","g","t","n","f","c","b","p","t","b","s","s","p","g","p","w","o","p","k","y","d"
"2196","e","x","y","e","t","n","f","c","b","n","t","b","s","s","g","w","p","w","o","p","n","v","d"
"2197","e","f","f","g","t","n","f","c","b","n","t","b","s","s","g","p","p","w","o","p","k","v","d"
"2198","e","x","f","g","t","n","f","c","b","u","t","b","s","s","w","p","p","w","o","p","k","y","d"
"2200","e","f","f","g","t","n","f","c","b","p","t","b","s","s","w","p","p","w","o","p","n","y","d"
"2201","e","x","s","w","f","n","f","w","b","p","t","e","s","f","w","w","p","w","o","e","n","a","g"
"2203","e","f","f","n","t","n","f","c","b","w","t","b","s","s","p","p","p","w","o","p","k","v","d"
"2205","e","x","y","g","t","n","f","c","b","w","t","b","s","s","w","w","p","w","o","p","k","y","d"
"2207","e","x","y","e","t","n","f","c","b","u","t","b","s","s","g","p","p","w","o","p","k","v","d"
"2208","e","x","f","n","t","n","f","c","b","w","t","b","s","s","g","p","p","w","o","p","k","y","d"
"2209","e","f","y","g","t","n","f","c","b","w","t","b","s","s","w","w","p","w","o","p","k","y","d"
"2210","e","x","y","g","t","n","f","c","b","w","t","b","s","s","p","p","p","w","o","p","n","v","d"
"2211","p","x","s","p","f","c","f","w","n","g","e","b","s","s","w","w","p","w","o","p","n","s","d"
"2212","e","x","y","n","t","n","f","c","b","p","t","b","s","s","g","p","p","w","o","p","n","y","d"
"2213","e","f","f","g","t","n","f","c","b","n","t","b","s","s","p","w","p","w","o","p","k","v","d"
"2214","e","x","y","e","t","n","f","c","b","p","t","b","s","s","w","p","p","w","o","p","k","y","d"
"2215","e","f","f","n","t","n","f","c","b","p","t","b","s","s","p","w","p","w","o","p","n","v","d"
"2216","e","x","y","n","t","n","f","c","b","w","t","b","s","s","w","g","p","w","o","p","n","v","d"
"2217","e","x","f","g","t","n","f","c","b","w","t","b","s","s","g","w","p","w","o","p","n","y","d"
"2218","e","f","f","n","t","n","f","c","b","p","t","b","s","s","g","w","p","w","o","p","n","v","d"
"2219","e","x","y","n","t","n","f","c","b","n","t","b","s","s","p","w","p","w","o","p","k","v","d"
"2220","e","x","y","n","t","n","f","c","b","w","t","b","s","s","p","w","p","w","o","p","k","v","d"
"2222","e","f","f","g","t","n","f","c","b","p","t","b","s","s","w","p","p","w","o","p","k","v","d"
"2223","e","x","y","e","t","n","f","c","b","n","t","b","s","s","w","w","p","w","o","p","n","v","d"
"2225","e","f","f","n","t","n","f","c","b","w","t","b","s","s","p","g","p","w","o","p","n","y","d"
"2226","e","x","f","e","t","n","f","c","b","p","t","b","s","s","w","p","p","w","o","p","k","v","d"
"2228","e","x","f","w","f","n","f","w","b","k","t","e","f","f","w","w","p","w","o","e","n","s","g"
"2231","e","x","y","g","t","n","f","c","b","p","t","b","s","s","p","w","p","w","o","p","n","v","d"
"2232","e","x","f","e","t","n","f","c","b","w","t","b","s","s","w","p","p","w","o","p","k","v","d"
"2233","e","x","f","g","t","n","f","c","b","p","t","b","s","s","w","w","p","w","o","p","n","y","d"
"2235","e","f","y","g","t","n","f","c","b","p","t","b","s","s","p","g","p","w","o","p","k","v","d"
"2237","e","x","y","g","t","n","f","c","b","p","t","b","s","s","w","g","p","w","o","p","n","y","d"
"2238","e","f","f","g","f","n","f","w","b","h","t","e","s","f","w","w","p","w","o","e","k","s","g"
"2239","p","x","f","g","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","y","p"
"2240","e","x","f","e","t","n","f","c","b","p","t","b","s","s","g","w","p","w","o","p","k","y","d"
"2241","e","x","y","e","t","n","f","c","b","w","t","b","s","s","w","g","p","w","o","p","n","y","d"
"2242","p","f","s","w","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","k","v","g"
"2245","e","x","y","e","t","n","f","c","b","n","t","b","s","s","p","g","p","w","o","p","k","v","d"
"2246","e","x","f","g","t","n","f","c","b","n","t","b","s","s","g","w","p","w","o","p","k","v","d"
"2249","e","x","f","n","t","n","f","c","b","u","t","b","s","s","g","w","p","w","o","p","n","y","d"
"2252","e","f","f","n","t","n","f","c","b","w","t","b","s","s","g","p","p","w","o","p","k","y","d"
"2253","e","f","f","g","f","n","f","w","b","h","t","e","f","f","w","w","p","w","o","e","n","s","g"
"2254","e","f","f","g","t","n","f","c","b","p","t","b","s","s","p","w","p","w","o","p","n","v","d"
"2256","e","f","f","g","t","n","f","c","b","p","t","b","s","s","p","p","p","w","o","p","k","y","d"
"2258","e","x","f","g","t","n","f","c","b","w","t","b","s","s","p","g","p","w","o","p","n","v","d"
"2259","e","x","y","e","t","n","f","c","b","u","t","b","s","s","p","w","p","w","o","p","n","v","d"
"2260","e","x","y","n","t","n","f","c","b","n","t","b","s","s","p","p","p","w","o","p","n","v","d"
"2261","e","f","s","g","f","n","f","w","b","n","t","e","f","s","w","w","p","w","o","e","n","a","g"
"2262","e","x","f","n","t","n","f","c","b","w","t","b","s","s","w","p","p","w","o","p","k","y","d"
"2263","e","f","f","n","t","n","f","c","b","n","t","b","s","s","w","g","p","w","o","p","k","y","d"
"2264","e","x","y","e","t","n","f","c","b","w","t","b","s","s","p","p","p","w","o","p","n","y","d"
"2267","e","f","s","w","f","n","f","w","b","h","t","e","s","f","w","w","p","w","o","e","k","a","g"
"2268","e","x","y","n","t","n","f","c","b","p","t","b","s","s","g","g","p","w","o","p","n","v","d"
"2270","e","x","f","g","t","n","f","c","b","p","t","b","s","s","p","g","p","w","o","p","n","v","d"
"2271","e","f","f","g","t","n","f","c","b","n","t","b","s","s","p","w","p","w","o","p","n","v","d"
"2272","e","f","f","n","f","n","f","w","b","n","t","e","s","f","w","w","p","w","o","e","k","s","g"
"2273","e","f","f","g","t","n","f","c","b","n","t","b","s","s","w","p","p","w","o","p","k","v","d"
"2274","e","x","y","e","t","n","f","c","b","u","t","b","s","s","g","w","p","w","o","p","k","y","d"
"2275","e","f","f","g","t","n","f","c","b","n","t","b","s","s","w","g","p","w","o","p","k","v","d"
"2276","e","x","y","n","t","n","f","c","b","u","t","b","s","s","w","p","p","w","o","p","n","y","d"
"2277","e","x","f","e","t","n","f","c","b","u","t","b","s","s","p","g","p","w","o","p","k","y","d"
"2278","e","x","f","n","t","n","f","c","b","w","t","b","s","s","w","p","p","w","o","p","n","y","d"
"2279","e","x","f","g","t","n","f","c","b","n","t","b","s","s","w","w","p","w","o","p","n","v","d"
"2280","e","f","f","g","t","n","f","c","b","w","t","b","s","s","g","w","p","w","o","p","n","v","d"
"2284","e","f","f","g","t","n","f","c","b","n","t","b","s","s","w","g","p","w","o","p","k","y","d"
"2289","p","f","s","n","t","p","f","c","n","p","e","e","s","s","w","w","p","w","o","p","k","s","u"
"2290","e","x","y","n","t","n","f","c","b","u","t","b","s","s","w","g","p","w","o","p","k","y","d"
"2291","e","x","y","g","t","n","f","c","b","u","t","b","s","s","g","g","p","w","o","p","k","y","d"
"2296","e","f","s","w","f","n","f","w","b","n","t","e","s","s","w","w","p","w","o","e","k","s","g"
"2297","e","x","y","g","t","n","f","c","b","p","t","b","s","s","w","p","p","w","o","p","n","v","d"
"2298","e","x","f","n","f","n","f","w","b","p","t","e","s","f","w","w","p","w","o","e","n","s","g"
"2299","e","x","f","n","t","n","f","c","b","w","t","b","s","s","g","p","p","w","o","p","n","y","d"
"2300","e","x","y","g","t","n","f","c","b","p","t","b","s","s","p","p","p","w","o","p","k","v","d"
"2301","e","x","y","e","t","n","f","c","b","p","t","b","s","s","w","p","p","w","o","p","n","v","d"
"2308","e","x","f","e","t","n","f","c","b","p","t","b","s","s","w","w","p","w","o","p","k","v","d"
"2309","e","x","y","e","t","n","f","c","b","n","t","b","s","s","g","w","p","w","o","p","k","y","d"
"2310","e","x","f","n","t","n","f","c","b","w","t","b","s","s","p","w","p","w","o","p","n","v","d"
"2312","e","f","f","n","t","n","f","c","b","n","t","b","s","s","g","g","p","w","o","p","k","v","d"
"2313","e","f","f","n","t","n","f","c","b","p","t","b","s","s","p","p","p","w","o","p","n","y","d"
"2314","e","x","y","g","t","n","f","c","b","u","t","b","s","s","p","p","p","w","o","p","n","v","d"
"2315","e","x","f","e","t","n","f","c","b","w","t","b","s","s","w","g","p","w","o","p","k","y","d"
"2316","e","f","y","n","t","n","f","c","b","w","t","b","s","s","p","g","p","w","o","p","k","v","d"
"2317","e","x","y","e","t","n","f","c","b","p","t","b","s","s","w","w","p","w","o","p","k","v","d"
"2318","e","f","y","n","t","n","f","c","b","w","t","b","s","s","w","p","p","w","o","p","k","y","d"
"2320","e","f","f","n","t","n","f","c","b","n","t","b","s","s","p","w","p","w","o","p","n","v","d"
"2324","e","x","f","g","t","n","f","c","b","w","t","b","s","s","w","p","p","w","o","p","k","y","d"
"2325","e","x","f","e","t","n","f","c","b","u","t","b","s","s","w","g","p","w","o","p","n","y","d"
"2326","e","x","f","n","t","n","f","c","b","u","t","b","s","s","p","p","p","w","o","p","k","v","d"
"2328","e","f","y","g","t","n","f","c","b","u","t","b","s","s","p","p","p","w","o","p","n","v","d"
"2329","e","x","f","n","t","n","f","c","b","w","t","b","s","s","p","w","p","w","o","p","k","v","d"
"2333","e","f","f","n","t","n","f","c","b","n","t","b","s","s","w","p","p","w","o","p","k","y","d"
"2334","e","x","y","e","t","n","f","c","b","u","t","b","s","s","w","g","p","w","o","p","n","y","d"
"2337","e","x","f","g","t","n","f","c","b","p","t","b","s","s","w","p","p","w","o","p","n","v","d"
"2339","e","x","f","n","t","n","f","c","b","w","t","b","s","s","w","g","p","w","o","p","n","y","d"
"2340","e","x","y","e","t","n","f","c","b","n","t","b","s","s","p","p","p","w","o","p","n","y","d"
"2341","e","x","y","g","t","n","f","c","b","u","t","b","s","s","p","w","p","w","o","p","n","v","d"
"2342","e","x","y","g","t","n","f","c","b","u","t","b","s","s","w","p","p","w","o","p","k","y","d"
"2345","e","x","y","n","t","n","f","c","b","p","t","b","s","s","p","p","p","w","o","p","n","y","d"
"2346","e","x","y","g","t","n","f","c","b","u","t","b","s","s","g","p","p","w","o","p","k","v","d"
"2347","e","x","f","w","f","n","f","w","b","h","t","e","s","f","w","w","p","w","o","e","n","s","g"
"2348","e","f","y","g","t","n","f","c","b","w","t","b","s","s","g","g","p","w","o","p","n","y","d"
"2350","e","f","f","n","t","n","f","c","b","u","t","b","s","s","g","w","p","w","o","p","n","y","d"
"2352","p","f","y","w","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","n","s","u"
"2354","e","f","f","n","t","n","f","c","b","w","t","b","s","s","w","w","p","w","o","p","k","y","d"
"2355","e","x","f","g","t","n","f","c","b","w","t","b","s","s","g","g","p","w","o","p","n","y","d"
"2356","e","x","f","e","t","n","f","c","b","n","t","b","s","s","p","g","p","w","o","p","k","v","d"
"2357","e","f","f","g","t","n","f","c","b","n","t","b","s","s","g","w","p","w","o","p","k","v","d"
"2360","e","x","y","n","t","n","f","c","b","n","t","b","s","s","p","g","p","w","o","p","n","v","d"
"2361","e","x","y","n","t","n","f","c","b","n","t","b","s","s","w","w","p","w","o","p","n","y","d"
"2362","e","f","f","n","t","n","f","c","b","p","t","b","s","s","g","w","p","w","o","p","k","y","d"
"2363","e","x","y","g","t","n","f","c","b","u","t","b","s","s","g","p","p","w","o","p","k","y","d"
"2364","e","x","y","n","t","n","f","c","b","n","t","b","s","s","w","p","p","w","o","p","k","y","d"
"2366","e","f","f","n","t","n","f","c","b","p","t","b","s","s","p","g","p","w","o","p","k","y","d"
"2367","e","x","f","e","t","n","f","c","b","n","t","b","s","s","w","w","p","w","o","p","k","v","d"
"2368","e","f","s","w","f","n","f","w","b","k","t","e","s","s","w","w","p","w","o","e","n","a","g"
"2370","e","x","f","g","t","n","f","c","b","w","t","b","s","s","g","g","p","w","o","p","k","y","d"
"2371","e","x","f","n","t","n","f","c","b","w","t","b","s","s","p","w","p","w","o","p","k","y","d"
"2372","e","x","f","e","t","n","f","c","b","p","t","b","s","s","g","g","p","w","o","p","n","y","d"
"2373","e","f","f","n","t","n","f","c","b","n","t","b","s","s","g","p","p","w","o","p","k","y","d"
"2375","e","x","y","n","t","n","f","c","b","p","t","b","s","s","w","g","p","w","o","p","n","y","d"
"2376","p","f","s","w","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","n","v","u"
"2377","e","x","f","g","t","n","f","c","b","w","t","b","s","s","g","g","p","w","o","p","k","v","d"
"2378","e","f","s","w","f","n","f","w","b","k","t","e","s","s","w","w","p","w","o","e","k","s","g"
"2379","e","x","s","g","f","n","f","w","b","p","t","e","s","f","w","w","p","w","o","e","n","s","g"
"2382","e","x","f","e","t","n","f","c","b","n","t","b","s","s","g","g","p","w","o","p","k","v","d"
"2383","e","x","y","g","t","n","f","c","b","n","t","b","s","s","p","g","p","w","o","p","k","v","d"
"2385","e","x","f","n","t","n","f","c","b","w","t","b","s","s","p","p","p","w","o","p","n","v","d"
"2387","e","x","y","e","t","n","f","c","b","w","t","b","s","s","g","g","p","w","o","p","k","y","d"
"2388","e","x","f","n","f","n","f","w","b","h","t","e","s","s","w","w","p","w","o","e","k","a","g"
"2390","e","x","y","g","t","n","f","c","b","p","t","b","s","s","p","p","p","w","o","p","n","y","d"
"2392","e","x","f","n","t","n","f","c","b","p","t","b","s","s","g","p","p","w","o","p","k","y","d"
"2394","e","x","y","g","t","n","f","c","b","w","t","b","s","s","p","p","p","w","o","p","k","v","d"
"2396","e","f","f","n","t","n","f","c","b","u","t","b","s","s","g","w","p","w","o","p","k","y","d"
"2397","e","x","f","g","t","n","f","c","b","u","t","b","s","s","w","g","p","w","o","p","k","v","d"
"2400","e","x","f","e","t","n","f","c","b","n","t","b","s","s","w","w","p","w","o","p","k","y","d"
"2401","p","x","s","w","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","k","v","g"
"2402","e","f","f","g","t","n","f","c","b","n","t","b","s","s","w","w","p","w","o","p","k","v","d"
"2403","e","x","f","g","t","n","f","c","b","p","t","b","s","s","g","p","p","w","o","p","k","v","d"
"2404","e","f","y","e","t","n","f","c","b","w","t","b","s","s","w","p","p","w","o","p","k","v","d"
"2405","e","f","y","g","t","n","f","c","b","p","t","b","s","s","p","p","p","w","o","p","k","v","d"
"2406","e","x","y","n","t","n","f","c","b","w","t","b","s","s","w","w","p","w","o","p","n","v","d"
"2407","e","x","y","e","t","n","f","c","b","w","t","b","s","s","g","w","p","w","o","p","n","y","d"
"2413","e","x","y","n","t","n","f","c","b","p","t","b","s","s","p","p","p","w","o","p","n","v","d"
"2415","e","x","f","g","t","n","f","c","b","u","t","b","s","s","p","p","p","w","o","p","n","v","d"
"2417","e","f","f","n","t","n","f","c","b","w","t","b","s","s","g","p","p","w","o","p","n","v","d"
"2418","e","x","y","n","t","n","f","c","b","u","t","b","s","s","g","w","p","w","o","p","k","y","d"
"2420","e","f","f","n","t","n","f","c","b","p","t","b","s","s","p","g","p","w","o","p","k","v","d"
"2421","e","x","f","n","t","n","f","c","b","u","t","b","s","s","p","g","p","w","o","p","n","y","d"
"2422","e","x","f","n","t","n","f","c","b","p","t","b","s","s","g","w","p","w","o","p","n","v","d"
"2423","e","x","y","n","t","n","f","c","b","p","t","b","s","s","g","p","p","w","o","p","k","y","d"
